SLP,SP,AT,Tmin,GT,DPT,Evap,HCC,K,CUPE,runoff
1002.96,959.52,25.09,22.42,23.33,22.58,-2.6732,0.12,31.29,220.73,251.4375
1002.84,959.56,27.12,21.76,25.46,20.91,-4.3063,0.23,26.53,111.7,243.15625
1002.36,959.18,27.62,22.46,26.3,19.71,-4.8452,0.3,27.57,4.12,217.0625
1002.49,959.3,27.74,22.93,26.17,19.81,-4.6638,0.18,30.23,0.4,195.78125
1003.56,960.29,27.18,19.99,24.96,18.93,-4.4044,0.08,15.11,14.54,177.46875
1004.68,961.38,27.05,20.03,25,16.69,-4.8073,0.1,6.14,1.38,160.40625
1006.56,963.12,26.95,20.53,25.08,15.96,-4.864,0.23,7.6,0.3,144.25
1005.83,962.55,28.41,23,26.3,18.03,-4.5527,0.59,27.31,0.01,129.625
1004.39,961.1,26.68,24.16,26.4,21.53,-3.0255,0.71,34.84,11.01,116.65625
1001.95,958.68,26.12,23.3,25.02,22.84,-3.001,0.7,34.72,56.55,108.875
1003.87,960.56,26.47,23.77,25.71,24.37,-3.1427,0.88,35.24,1562.6,117.78125
1004.32,960.84,24.85,23.49,23.76,23.63,-2.6407,0.99,35.75,642.77,152.6875
1003.47,960.08,25.12,23.62,24.12,23.8,-2.3895,1,36.33,1039.96,242.0625
1002.99,959.77,26.66,24.73,25.11,24.54,-2.9968,0.99,36.06,1423.24,315.0625
1003.56,960.37,27.89,25.57,26.94,24.66,-3.3909,0.99,37.23,1657.09,319.65625
1005.12,961.69,25.98,23.84,25.38,24.28,-2.7918,0.9,37.4,1117.81,316.65625
1005.83,962.18,23.43,21.6,22.59,22.53,-1.5579,0.85,38.13,248.55,419
1006.33,962.69,23.37,21.96,22.83,22.17,-1.9598,0.87,36.33,24.3,577.5
1005.65,962.33,27.31,24.33,26.22,23.79,-3.5748,0.98,36.07,686.58,606.03125
1004.97,961.78,29.16,25.8,27.09,24.31,-4.125,0.99,35.33,744.69,553.25
1005.24,962,27.55,25.38,27.34,25.31,-3.0214,0.99,35.2,2329.52,494.9375
1005.75,962.39,26.68,24.52,26.64,24.6,-2.6833,0.94,35.03,1754.87,461
1007.58,964.1,27.29,24.71,26.77,24.62,-4.1768,0.91,35.74,1642.39,439.96875
1008.98,965.52,27.27,24.71,26.52,24.43,-4.0003,0.92,35.95,1669.79,425.78125
1008.07,964.71,28.61,25.91,27.18,24.67,-4.3581,0.96,34.38,1787.73,414.625
1004.93,961.72,28.77,25.78,27.5,24.18,-4.7223,0.77,36.12,1301.69,387.375
1003.78,960.58,27.75,25.28,27.88,24.92,-4.2204,0.72,35.72,3070.42,352.8125
1004.35,961.12,28.68,25.08,27.49,25.23,-4.5094,0.95,34.08,2447.14,322.53125
1004.41,961.3,29.3,25.42,27.96,24.31,-4.5105,0.82,31.54,901.15,306.34375
1003.95,960.81,30.05,25.73,28.44,24.74,-4.9433,0.43,34.39,2429.69,282.125
1002,958.89,29.13,25.48,28.14,24.97,-4.8756,0.7,34.14,2064.46,258.84375
999.48,956.57,29.65,26.04,28.06,25.22,-4.7766,0.18,31.57,2661.79,238
1002.14,959.15,30.06,26.56,28.63,24.96,-4.8526,0.78,34.91,1746.93,218.5625
1003.76,960.71,29.7,26.01,28.56,25.03,-4.5491,0.63,35.44,2132.82,200.53125
1004.96,961.86,29.88,26.46,28.74,25.29,-4.954,0.79,35.44,2597.43,185.59375
1005.76,962.64,31.2,27.23,29.1,23.9,-5.2206,0.96,35.13,802.06,175.625
1007.21,963.93,28.89,25.1,28.22,24.18,-4.4453,0.98,36.05,1854.78,165.96875
1009.95,966.29,25.41,24.15,24.7,24.12,-2.0844,0.98,35.49,1562.6,162.9375
1009.89,966.41,27.62,24.24,26.83,24.36,-3.7226,0.98,32.94,2265.06,168.625
1008.21,964.89,29.55,25.4,27.96,24.05,-4.6745,0.97,30.33,1555.96,164.03125
1007.76,964.52,30.43,25.46,28.7,22.92,-5.2128,0.71,31.58,451.42,150.8125
1009.29,965.93,30.08,25.08,28.43,22.41,-4.7485,0.82,31.86,1087.78,136.34375
1009.96,966.58,29.65,25.21,28.47,24.06,-4.5656,0.94,31.07,2338.57,123.21875
1008.08,964.81,30.37,25.29,28.46,22.63,-4.2459,0.75,30.07,1218.91,112.6875
1005.59,962.46,30.49,24.4,28.55,21.39,-4.2498,0,22.07,475.71,103.125
1002.12,959.16,31.47,26.72,29.78,20.71,-4.1494,0.41,26.99,64.56,93.453125
994.47,951.5,25.93,24.11,24.33,23.68,-3.9981,0.98,37.08,329.8,93.21875
1000.15,956.87,25.03,24.19,23.39,23.66,-1.7976,1,36.25,320.54,194.70312
1007.59,964.21,28.5,25.26,26.95,24.98,-4.3125,0.84,33.61,1966.16,377.14062
1010.48,967,29.12,25.09,27.31,24.18,-4.6143,0.27,32.45,1850.91,404.89062
1008.84,965.38,28.89,24.58,27.15,24.3,-4.7956,0.48,30.9,1828.9,354.96875
1006.71,963.31,27.59,23.57,26.56,23.21,-4.6445,0.45,33.24,2326.81,312.53125
1006.31,963.06,29.04,24.1,27.51,23.02,-5.0976,0.05,29.8,1932.49,281.92188
1004.37,961.3,30.32,26.09,28.17,22.96,-5.1379,0.01,26.13,913.7,261.10938
1000.4,957.49,30.51,24.75,28.41,22.12,-5.0471,0.01,29.6,634.48,236.65625
999.29,956.27,29.63,25.63,27.2,23.99,-4.3825,0.17,32.53,1415.42,213.95312
1001.25,958.1,28.22,25.31,26.58,24.5,-3.9628,0.52,33.79,1077.58,196.125
1002,958.93,29.32,26.07,27.85,25,-4.4949,0.93,34.05,1961.3,184.53125
1003.15,960.08,29.26,25.45,28.15,25.05,-4.7235,0.72,33.3,2289.62,176.45312
1004.31,961.15,29.42,25.61,28.22,24.3,-4.3469,0.81,34.83,2816.16,167.4375
1003.74,960.57,28.25,24.38,27.58,24.12,-4.7083,0.33,33.96,2150.85,156.85938
1002.47,959.37,29.45,25.71,27.86,24.98,-4.7853,0.51,34.43,1553.67,148.53125
1002.63,959.53,29.95,27.23,28.41,25.32,-4.4508,0.35,34.77,1634.32,141.54688
1003.73,960.57,29.13,25.94,27.94,25.66,-3.9292,0.92,34.75,1495.14,132.75
1003.54,960.36,28.78,25.65,27.77,25.77,-4.0109,0.93,35.91,2562.21,128.84375
1002.47,959.27,28,25.25,27.17,25.53,-4.1619,0.9,34.99,2201.46,130.20312
1002.17,958.95,27.61,24.79,26.87,25.04,-3.4858,0.99,35.53,1247.71,141.53125
1004.09,960.69,26.75,25.15,25.34,24.85,-3.1248,1,36.4,612.67,160.53125
1008.94,965.3,25.91,24.25,24.55,23.96,-2.4448,0.99,34.82,381.08,190.78125
1009.41,965.86,27.07,24.88,26.16,24.32,-3.4665,0.98,35.08,1370.06,217.625
1006.98,963.53,27.47,24.55,26.68,24.24,-3.8843,0.85,35.71,1416.18,221.1875
1007.7,964.19,26.16,24.43,26.01,24.52,-3.2701,0.97,36.28,1238.85,225.03125
1009.35,965.76,25.81,23.82,25.44,24.15,-2.755,0.94,35.32,1673.82,234.21875
1008.58,964.88,24.86,22.73,23.69,23.48,-2.4359,0.98,35.03,749.43,377.20312
1010.41,966.55,23.72,22.53,22.48,22.63,-1.6574,0.79,33.37,240.3,597.6406
1010.83,967.16,26.18,23.13,24.66,23.61,-3.4149,0.23,34.15,1042.58,620.6719
1010.02,966.51,27.77,24.07,26.35,23.95,-3.868,0.83,32.75,1277.65,551.875
1008.72,965.33,28.39,25.5,26.86,24.47,-4.3225,0.72,33.25,1386.98,486.82812
1008.95,965.6,29.14,25.46,27.16,23.94,-4.3684,0.99,33.49,1268.18,433.9375
1011.05,967.5,28.16,24.61,26.71,23.56,-4.225,0.94,33.71,1640.23,386.0625
1012.23,968.6,27.78,24.04,26.57,24.09,-3.6016,0.85,31.3,2179.26,346.75
1013,969.4,28.86,24.35,27.07,23.26,-4.4604,0.58,30.67,1084.96,311.8125
1013.87,970.22,28.38,24.41,27.1,23.34,-4.2864,0.91,31.08,2249.48,278.01562
1013.46,969.79,27.74,24.38,26.81,23.02,-4.0813,0.9,31.61,1746.72,254.25
1011.28,967.72,27.79,23.55,26.69,23.28,-4.0082,0.59,32.12,1574.51,232.04688
1010.49,966.98,27.78,23.98,26.81,23.37,-4.0992,0.95,34.08,1436.92,211.45312
1010.62,967.18,28.18,24.56,27.27,23.1,-4.0525,0.74,34.34,1211.81,192.75
1009.68,966.23,27.78,23.33,26.99,22.52,-4.2969,0.97,33.78,958.6,174.6875
1009.82,966.12,25.18,22.07,24.65,22.69,-3.7997,0.7,30.58,563.77,160.5
1009.02,965.42,26.37,23,24.78,20.66,-3.6281,0.31,26.33,19.73,150.78125
1009.04,965.48,27.08,23.56,25.36,22.71,-3.6813,0.25,33.78,613.72,142.23438
1009.14,965.68,28.51,24.71,26.97,23.32,-3.9415,0.03,31.24,655.47,131.10938
1008.4,965.06,28.62,24.34,27.41,23.69,-3.7269,0.02,29.61,1577.36,120.609375
1007.25,964.04,29.43,25.09,27.99,23.57,-3.8497,0.39,30.85,960,110.109375
1007.83,964.51,29.72,25.44,27.34,23.41,-3.5608,0.88,34.38,1296.37,100.265625
1009.14,965.7,28.37,24.7,27.32,23.91,-3.497,0.97,35.53,1488.13,91.078125
1009.3,965.83,27.62,24.14,26.9,24.05,-3.7353,0.98,34.54,1196.34,83.65625
1007.71,964.44,29.55,25.17,27.95,23.43,-3.5487,0.96,33.19,294.59,80.328125
1008.29,964.87,28.26,24.52,27.44,23.84,-3.4934,0.96,34.08,1085.69,79.09375
1008.57,965.1,28.07,24.77,26.74,23.56,-3.8333,0.28,31.36,501.24,74.03125
1008.98,965.51,28.58,25.27,27,22.33,-3.3173,0.45,30.75,220.93,69.140625
1011.79,968.24,29.36,24.97,26.86,23,-3.0813,0.05,31.16,353.17,64.546875
1013.45,969.97,29.76,25.05,27.61,22.52,-3.2134,0.33,26.88,275.42,59.234375
1011.23,967.77,29.15,24.55,28.35,22.62,-2.9389,0.97,35.39,478.51,54.5
1008.31,964.66,25.49,22.47,24.83,22.2,-3.3839,0.52,35.18,337.13,51.53125
1008,964.12,22.6,20.44,20.75,19.15,-2.6827,0.04,33.69,36.6,54.9375
1008.37,964.43,21.96,20.19,20.04,18.73,-2.5767,0.18,34.57,17.49,71.5625
1008.83,964.99,23.33,20.46,21.31,19.71,-1.9893,0.17,30.25,1.92,93.078125
1010.68,966.9,25.15,22.72,22.97,21.01,-2.3507,0.05,30.75,4.01,102.671875
1013.11,969.26,25.77,23.04,23.77,21.91,-2.1952,0.22,33.72,97.2,102.953125
1013.54,969.68,25.51,22.23,24.07,22.07,-2.7833,0.02,30.49,257.24,99.734375
1013.12,969.42,26.26,23.02,24.87,22.47,-3.2862,0,29.55,257.44,98.359375
1012.86,969.26,27.49,23.8,26.11,23.02,-3.2306,0,29.99,718.91,93.203125
1011.47,967.92,27.66,24.04,26.48,23.35,-3.1778,0,30.18,888.56,85.390625
1011.49,968,28.12,24.31,26.65,22.59,-3.1838,0,32.22,450.07,77.578125
1014.26,970.35,25.78,22.98,24.33,22.5,-3.268,0.18,32.88,514.17,71.0625
1013.38,969.47,25.26,23.08,23.58,22.02,-2.7741,0.04,31.03,149.1,69.78125
1011.52,967.71,24.79,21.16,23.23,20.46,-2.8583,0,27.16,4.82,71.96875
1012.36,968.47,23.78,18.08,22.13,17.33,-3.1684,0,-3.05,3.23,69.015625
1014.22,970.14,21.94,15.88,19.95,11.98,-3.5971,0.01,-23.95,0,63.34375
1017.49,973.26,21.91,16.44,19.79,12.62,-3.2987,0.04,-4.18,0,57.53125
1019.1,974.72,20.79,14.43,19.28,12.42,-2.9709,0.16,-20.22,0,52.46875
1017.55,973.2,19.54,13.23,18.04,11.62,-2.7439,0,-30.11,0,48.390625
1015.56,971.35,20.78,15.14,18.82,13.61,-2.4729,0,-20.25,0,45.226562
1013.43,969.38,22.34,17.79,20.51,15,-2.2464,0,-6.7,3.14,42.976562
1013.56,969.51,23.43,18.54,21.83,15.93,-2.2575,0,16.7,1.29,41.351562
1014.33,970.25,22.69,18.05,21.09,14.1,-2.3873,0,-0.3,0,40.046875
1016.16,971.95,22.33,16.89,20.25,13.25,-2.099,0,-8.58,0.07,38.960938
1020.08,975.53,20.09,14.74,18.23,11.03,-1.9647,0,-7.89,0,38.0625
1020.25,975.68,19.01,13.55,17.73,10.88,-1.829,0,4.71,0,37.328125
1019.26,974.84,18.67,13,17.39,10.77,-1.7891,0.1,-13.57,0,36.703125
1020.56,976.09,19.18,11.61,17.83,11.17,-1.7909,0.02,-22.57,0,36.15625
1019.48,975.05,19.34,13.01,17.96,10.48,-1.7567,0,-2.46,0.1,35.671875
1018.17,973.84,20.16,13.68,19.09,13.18,-1.6992,0,9.23,0,35.257812
1017.04,972.85,20.88,14.83,19.48,14.03,-1.6576,0,-1.7,0,34.882812
1014.65,970.77,23.4,17.69,21.85,16.38,-1.6456,0.06,23.7,3.18,34.507812
1016.51,972.45,23.95,20.16,23.57,18.04,-1.578,0.07,30.15,10.17,34.171875
1019.28,974.89,21.16,17.2,20.4,14.65,-1.2406,0.01,-3.06,5.5,33.929688
1017.88,973.51,20.48,14.7,19.21,12.26,-1.4291,0.24,-5.11,0.51,33.765625
1017.76,973.45,19.59,14.31,18.53,12.65,-1.3667,0.01,9.79,0.07,33.460938
1017.57,973.43,20.88,15.8,19.87,13.96,-1.4408,0.18,21.34,0.01,33.078125
1018.36,974.25,22.46,17.8,20.65,15.92,-1.37,0.12,24.09,0.06,32.71875
1019.76,975.46,22.91,17.27,21.23,14.48,-1.5361,0.27,1.14,0.07,32.375
1019.96,975.46,20.26,15.26,19.08,12.45,-1.4312,0.83,7.17,0,32.03125
1018.56,974.24,21.52,17.2,20.36,14.72,-1.3287,0.74,20.68,0,31.703125
1016.17,972.12,23.18,18.29,22.32,16.46,-1.2972,0.24,26.98,0,31.382812
1014.4,970.43,22.88,19.65,22.01,18.63,-1.5232,0.03,32.08,1.99,31.125
1015.17,971.05,22.87,18.5,22.15,18.23,-1.4447,0.14,30.98,12.85,31.539062
1020.61,975.82,17.43,14.36,16.31,12.27,-1.4551,0.08,16.39,1.89,34.25
1020.27,975.41,15.79,11.55,14.15,8.29,-1.8938,0,5.36,0,38.242188
1019.44,974.74,16.44,12.21,14.85,10.16,-1.668,0.25,12.84,0.47,37.929688
1019.1,974.44,18.35,13.91,16.83,13.67,-1.2563,0.01,24.2,0.3,35.367188
1020.75,976.05,18.38,16.38,17.56,13.06,-1.0797,0.44,4.03,2.42,32.960938
1021.54,976.63,16.04,14.61,15.16,13.18,-0.778,0.71,19.86,4.28,32
1022.18,977.2,15.75,14.85,14.79,14.23,-0.9618,0,11.73,4.94,33.085938
1020.97,976.21,17.37,15.83,16.58,13.97,-1.004,0.03,18.03,7.69,35.085938
1019.54,974.86,17.77,16.61,16.96,14.8,-0.6155,0.05,25.42,4.85,34.664062
1019.22,974.48,17.53,15.58,16.26,14.27,-0.8441,0,22.96,6.36,33.148438
1022.45,977.37,15.1,14.37,13.27,13.27,-0.8005,0,20.23,11.68,32.359375
1024.11,978.9,14.54,11.57,12.87,10.63,-1.1051,0,16.81,3.3,32.78125
1023.94,978.79,14.66,9.84,12.83,8.86,-1.6231,0,17.76,0.26,32.695312
1024.39,978.98,14.23,11.44,12.25,9.78,-1.1426,0.05,20.81,5.06,31.578125
1022.46,977.4,16.01,12.79,14.65,11.02,-1.333,0.15,18.97,1.59,30.664062
1024.77,979.5,14.83,10.65,13.84,7.19,-1.3809,0.01,16.06,1.7,30.085938
1025.38,980.12,13.75,9.07,12.22,5.03,-1.6304,0,7.68,0.11,29.65625
1022.57,977.55,14.6,9.62,13.32,8.3,-1.3218,0,15.83,3.14,29.296875
1019.92,975.2,15.68,10.73,14.41,10.36,-1.2629,0,16.52,0.08,28.976562
1019.08,974.53,17.75,13.52,15.5,12.84,-1.1826,0,27.91,0.59,28.664062
1018.29,973.91,18.89,14.2,17.05,13.73,-1.2686,0.01,27.27,1.6,28.367188
1017.44,973.14,19.94,14.99,17.77,14.74,-1.1573,0,22.88,1.55,28.078125
1015.3,971.07,20.24,15.68,18.75,15.38,-1.1278,0,26.86,11.09,27.851562
1016.03,971.4,17.09,13.85,16.18,13.8,-1.2049,0,28.23,7.23,27.765625
1017.16,972.58,17.31,14.63,15.73,13.11,-0.8413,0,21.91,0.55,27.742188
1016.26,971.92,18.29,14.09,16.75,13.42,-1.2037,0,16.2,0.9,27.6875
1015.52,971.36,20.15,15.7,18.59,15.67,-1.0862,0.01,27.1,16.01,27.46875
1014.34,970.1,19.68,17.18,18.26,18.12,-1.235,0.07,29.58,109.97,27.328125
1017.35,972.65,17.94,13.74,16.36,15.17,-1.7966,0.05,24.11,113.56,27.992188
1023.53,977.94,12.43,7.97,11.06,5.22,-1.3969,0,1.63,0.11,31.617188
1022.52,977.07,12.34,8.56,10.73,5.86,-1.3852,0,-0.2,1.53,36.4375
1022.78,977.13,11.41,8.24,10.94,7.58,-1.6447,0.4,14.64,9.18,36.890625
1027.76,981.39,8.45,5.32,6.71,1.35,-1.6003,0.01,-40.32,1.13,37.78125
1026.07,980.05,8.22,3.02,6.25,-0.3,-1.5947,0,-18.89,0.06,40.742188
1023.95,978.23,9.77,3.78,8.23,2.62,-1.3784,0,-8.48,4.45,39.398438
1023.93,978.34,11.93,7.33,10.43,4.69,-0.9524,0,10.16,8.85,36.039062
1025.44,979.92,12.65,8.59,10.69,4.06,-1.3618,0,10.42,2.61,32.890625
1025.98,980.31,12.1,8.84,10.76,5.34,-1.0755,0,15.91,5.17,30.398438
1023.48,978.04,13.31,10.65,12.03,8.09,-0.9515,0,16.85,0.07,28.703125
1026.72,980.46,9.75,7.17,8.55,4.72,-0.641,0.01,6.61,0.27,27.671875
1030.46,983.86,7.1,2.11,5.47,-1.71,-1.1884,0,-21.14,0,27.03125
1029.5,983.06,6.24,0.53,4.3,-3.42,-1.2224,0.06,-52.41,0,26.609375
1025.45,979.55,8.46,0.96,6.15,1.2,-1.0321,0.58,-15.65,0,26.28125
1025.87,980.07,11.06,6.9,10.13,4.88,-0.9336,0.22,2.15,0.53,25.96875
1032.25,985.44,7.04,1.21,5.33,-5.38,-1.2314,0,-33.37,0,25.6875
1032.07,985.1,4.47,-0.72,2.9,-7.81,-1.0687,0,-42.22,0,25.4375
1029.39,983.08,6.09,-0.42,4.74,-4.19,-0.9606,0,-12.73,0,25.1875
1026.16,979.96,6.16,0.55,4.57,0.99,-0.5703,0.01,-6.55,0.01,24.953125
1024.47,978.63,7.6,1.12,5.29,-0.22,-0.8555,0,-20.08,0,24.71875
1029.62,983.07,6.24,-0.74,4.66,-1.58,-0.869,0,-37.08,0,24.453125
1027,980.65,5.13,-0.5,3.6,-4.34,-0.8378,0.07,-47.43,0,24.203125
1023.96,978.38,9.18,0.49,6.48,1.21,-0.7434,0,-14.27,0,23.953125
1024.49,979.18,10.64,4.41,8.27,2.13,-0.8862,0,-14.88,0.09,23.703125
1024.25,978.73,12.17,7.08,10.53,3.6,-0.7546,0,13.21,8.7,23.453125
1024.4,978.78,11.56,8.58,10.72,5,-0.7177,0.17,16.94,1.15,23.28125
1025.99,979.94,9.47,8.11,8.5,8.52,-0.9388,0.11,20.99,5.97,23.390625
1025.25,978.9,7.12,4.57,5.67,5.73,-0.6293,0,-11.08,5.98,23.625
1022.33,976.46,6.08,2.53,4.91,1.32,-1.0283,0,-40.7,0.01,23.578125
1021.78,976.42,7.8,1.42,6.01,0.22,-1.0281,0,-34.01,0,23.234375
1026.54,980.86,9.07,2.68,7.5,0.01,-1.2661,0,-17.44,0,22.890625
1029,982.71,7.08,1.22,5.32,-3.68,-1.1277,0.12,-29.37,0,22.609375
1026.56,980.66,7.71,0.67,5.87,-1.66,-0.9657,0,-19.17,0,22.359375
1020.94,975.7,9.38,3.72,7.37,-0.89,-1.0165,0,-4.58,0,22.109375
1015.9,971.23,11.81,4.33,9.9,4.15,-0.9497,0,-3.95,0,21.875
1014.77,970.31,14.49,7.96,13.58,8.82,-0.7238,0,8.86,15.03,21.640625
1017.46,972.56,14.82,9.31,14.72,11.78,-1.0825,0,22.11,19.48,21.8125
1027.49,981.2,8.02,3.65,6.76,5.33,-0.9266,0,-15.6,0.85,23.21875
1028.82,982.63,7.29,2.21,5.72,1.36,-1.0756,0,-27.69,0,24.96875
1026.84,981.08,9.94,2.11,7.73,1.5,-1.1206,0.05,-5.67,0,24.5625
1026.84,980.92,9.36,6.88,7.72,3.19,-0.5837,0.82,9.46,0.01,23.09375
1026.23,980.76,11.26,6.43,10.02,3.26,-0.9761,0.82,8.69,0.06,21.953125
1027.99,981.6,8.2,6.18,7.03,3.86,-1.2267,0.81,11.87,0.9,21.6875
1024.78,978.36,7.4,5.92,6.17,6.73,-0.6041,0.61,10.19,5.3,23.8125
1026.03,979.78,8.83,5.95,6.51,5.18,-0.8648,0,-28.21,1.6,31.265625
1024.7,978.86,9.47,4.95,6.61,4.72,-1.1447,0,-25.2,0.01,40.390625
1026.14,980.33,9.31,3.92,7.32,4.41,-1.2046,0,-8.09,0.01,40.625
1027.46,981.38,9.09,3.7,7.14,2.87,-1.2805,0.06,-14.96,0.02,36.484375
1026.56,980.62,9.17,3.19,6.94,2.21,-1.2664,0.31,-7.07,0,32.25
1024.56,978.89,8.87,2.5,7.08,0.44,-1.433,0,-7.1,0,28.703125
1022.08,976.72,10.89,2.74,8.2,2.89,-1.3318,0.01,12.69,0.19,25.890625
1022.74,977.38,10.63,3.27,8.16,2.68,-1.4141,0.06,-12.57,0,23.90625
1023.35,977.73,8.34,0.8,6.27,-0.39,-1.303,0,-10.95,0,22.671875
1021.2,975.88,8.97,1.29,7.55,2.16,-1.2707,0.01,-14.17,0.05,21.96875
1021.21,976.16,12.49,3.05,10.46,5.87,-1.2758,0.01,-1.71,2.6,21.484375
1020.75,975.77,14.6,10.19,12.75,11.01,-0.8568,0,22.59,7.33,21.125
1019.55,974.75,15.98,11.73,14.02,12.56,-0.9834,0.02,19.39,3.85,20.84375
1019.8,974.67,13.57,10.78,13.16,11.4,-1.08,0.1,15.24,41.27,20.765625
1021.79,976.06,10.71,8.82,10.17,6.8,-0.9252,0.04,11.05,4.08,20.796875
1023.09,977.29,11.1,7.26,10.44,6.05,-0.9303,0.01,12.9,0.65,20.59375
1028.56,981.93,7.05,5.85,6.73,3.42,-0.4899,0,7.9,0.44,20.40625
1030.66,983.98,6.92,6.07,6.63,3.65,-0.5489,0,11.9,0.39,20.3125
1029.56,983.21,8.16,6.32,7.56,4.99,-0.7473,0.54,15.67,0.24,20.1875
1027.86,981.85,9.96,7.4,9.73,6.76,-0.7365,0,22.6,18.86,19.984375
1027.23,981.26,10.38,8.61,9.91,7.45,-0.6791,0,11.39,8.84,19.8125
1028.09,981.54,7.66,5.27,6.22,4.98,-0.8782,0.04,7.44,5.33,19.71875
1028.4,981.86,7.16,3.63,5.03,-1.53,-1.4667,0.01,-7.2,0,19.59375
1024.88,978.85,7.86,3.06,5.49,0.55,-1.2116,0.01,-3.79,0,19.5
1024.07,978.3,10.13,2.67,8.57,2.15,-1.2148,0.02,7.28,5.6,19.34375
1027.8,981.55,8.49,2.79,7.15,-2.3,-1.5253,0,-20.26,0,19.125
1027.46,981.07,6.3,0.34,4.81,-3.46,-1.2806,0,-13.16,0,18.9375
1020.97,975.3,8.95,0.93,7.44,-0.62,-1.1806,0.31,6.12,7.44,18.71875
1018.9,973.53,10.08,4.77,7.56,2.1,-1.1569,0.59,-3.03,1.17,18.53125
1019.16,974.13,10.51,4.26,8.36,1.04,-1.3311,0.18,-23.36,0,18.34375
1019.06,974.25,12.44,3.54,10.38,1.44,-1.4332,0.67,-17.39,0,18.15625
1018.43,973.53,13.36,7.18,11.56,7.41,-0.8469,0.97,11.78,1.06,17.96875
1018.08,973.16,13.58,11.32,12.65,12.07,-1.515,0.18,25.9,17.97,17.875
1017.21,972.62,16.24,12.25,14.35,12.71,-1.2952,0.01,21.94,7.37,17.96875
1019,974.05,13.08,9.38,12.24,11.87,-1.2643,0.06,24.55,37.39,18.03125
1021.8,976.61,14.78,10.36,13.16,8.59,-1.219,0.08,27.06,2.21,17.96875
1021.98,976.61,13.44,9.64,12.07,5.83,-1.5064,0.02,26.4,0.42,17.875
1017.25,972.33,13.17,9.96,11.74,10.04,-1.6364,0.28,28.42,5.24,17.875
1016.72,971.96,14.47,12.25,13.7,13.86,-0.6942,0.33,29.25,34.53,18.71875
1017.1,972.41,15.73,13.43,14.75,13.64,-1.1671,0.08,25.86,15.8,21.625
1016.28,971.44,14.21,12.44,13.67,13.56,-0.9383,0.16,29.77,44.64,26.8125
1014.62,970.07,15.34,12.82,14.15,13.73,-0.9057,0.11,25.95,201.44,30.125
1012.94,968.63,17.56,13.22,16.77,15.08,-1.4587,0.16,31.48,207.01,31.4375
1016.16,971.37,15.76,12.86,14.69,14,-1.2316,0,28.3,31.72,32.90625
1017.89,972.83,13.97,11.06,13.47,10.21,-1.5425,0,25.05,6.64,37.03125
1021.01,975.45,12.54,7.69,11.52,9.56,-2.2255,0.05,23.4,12.59,40.40625
1023.99,977.85,9.35,7.68,7.92,5.98,-0.8431,0,11.77,2.78,41.3125
1016.1,970.77,10.92,8.79,10.64,7.99,-0.9767,0.03,21.6,10.5,41.0625
1017.36,971.86,10.16,8.85,9.54,9.47,-0.8286,0,18.76,12.88,39.90625
1021.38,975.27,8.08,6.36,7.45,7.48,-0.8639,0.04,18.88,23.07,42.4375
1021.55,975.31,7.25,6.51,6.69,6.98,-0.8016,0.2,22.74,54.5,51.59375
1021.73,975.57,8.09,7.62,7.1,7.67,-0.6777,0.01,21.77,18.61,67.34375
1020.47,974.78,10.04,7.95,9.6,8.87,-0.9763,0,26.03,33.5,81.96875
1019.16,973.96,12.88,10.12,12.38,11.77,-1.7399,0.01,19.5,13.76,84.15625
1023.71,978.39,14.45,10.54,12.84,8.47,-2.0737,0,-4.73,7.14,83.1875
1026.97,980.78,9.56,7.54,8.55,7.6,-1.3276,0,14.31,28.41,81.625
1025.37,979.09,8.09,7.26,7.45,7.67,-0.9076,0.13,15.76,8.14,76.40625
1021.53,976.03,10.77,7.24,8.84,7.48,-1.4221,0.29,-9.51,0.48,71.71875
1019.25,974.54,14.99,8.55,13.67,9.8,-2.1562,0.01,17.92,8.83,66.4375
1017.95,973.3,16.38,13.22,14.95,14.13,-1.8868,0.36,31.57,31.45,60.65625
1016.31,971.85,17.4,14.65,16.44,16.09,-1.9765,0.23,32.54,44.97,61.8125
1014.89,970.67,18.91,16.12,18.6,17.23,-1.8693,0.1,31.21,219.32,71.8125
1009.71,965.93,22.32,16.51,20.58,17.3,-2.7687,0,27.89,11.76,76.3125
1009.46,965.78,24.64,20.31,22.22,17.88,-2.9963,0,24.8,4.9,72.84375
1012.98,969.04,23.52,18.78,21.66,18.74,-2.2919,0,19.65,43.58,67.125
1016.1,971.87,21.89,17.38,20.68,17.55,-2.5407,0,24.19,73.7,61.75
1019.24,974.57,18.35,16.84,17.03,14.75,-1.5795,0.1,22.13,7.77,57.71875
1020.37,975.58,17.37,13.77,16.25,11.37,-1.4129,0.22,8.23,26.86,54.46875
1025.96,980.03,11.11,9.68,9.18,7.64,-1.8456,0.61,13.89,1.42,50.96875
1027.9,982.34,14.47,10.7,12.8,6.01,-2.2822,0.62,9.32,1.3,50.71875
1028.67,983.02,13.84,10.13,12.18,5.51,-2.8173,0.31,16.34,0.03,54.03125
1026.65,981.07,12.55,10.2,12.69,10.93,-1.9853,0.6,25.57,5.61,53.03125
1022.91,977.87,14.42,10.75,11.89,11.11,-1.7299,0.53,-16.51,2.58,52.40625
1017.42,973.01,18.03,12.04,15.91,11.48,-2.8447,0.16,23.07,0,52.9375
